WD16CD,WD16NM,FID
E05001531,Billingham West,1458
E05001439,Rothwell,1459
E05001727,Yarborough,1460
E05001380,Park,1461
E05001630,Livesey with Pleasington,1462
E05001966,Twerton,1463
E05001821,Whissendine,1464
E05001532,Bishopsgarth and Elm Tree,1465
E05001440,Roundhay,1466
E05001728,Ashby,1467
E05001673,Ings,1468
E05001381,Rastrick,1469
E05001631,Marsh House,1470
E05001822,Arboretum,1471
E05001967,Walcot,1472
E05001729,Axholme Central,1473
E05001441,Temple Newsam,1474
E05001533,Eaglescliffe,1475
E05001674,Kings Park,1476
E05001382,Ryburn,1477
E05001823,Aspley,1478
E05001632,Meadowhead,1479
E05001968,Westfield,1480
E05001730,Axholme North,1481
E05001534,Fairfield,1482
E05001442,Weetwood,1483
E05001383,Skircoat,1484
E05001675,Longhill,1485
E05001969,Westmoreland,1486
E05001633,Mill Hill,1487
E05001824,Basford,1488
E05001731,Axholme South,1489
E05001443,Wetherby,1490
E05001535,Grangefield,1491
E05001384,Sowerby Bridge,1492
E05001676,Marfleet,1493
E05001970,Weston,1494
E05001634,North Turton with Tockholes,1495
E05001825,Berridge,1496
E05001732,Barton,1497
E05001444,"Ackworth, North Elmsall and Upton",1498
E05001536,Hardwick and Salters Lane,1499
E05001677,Myton,1500
E05001385,Todmorden,1501
E05001971,Widcombe,1502
E05001635,Queen's Park,1503
E05001826,Bestwood,1504
E05001733,Bottesford,1505
E05001445,Airedale and Ferry Fryston,1506
E05002043,Almondsbury,1507
E05001446,Altofts and Whitwood,1508
E05001734,Brigg and Wolds,1509
E05001636,Roe Lee,1510
E05001386,Town,1511
E05001827,Bilborough,1512
E05001537,Hartburn,1513
E05001678,Newington,1514
E05002044,Bitton,1515
E05001735,Broughton and Appleby,1516
E05001637,Shadsworth with Whitebirk,1517
E05001679,Newland,1518
E05001828,Bridge,1519
E05001387,Warley,1520
E05001447,Castleford Central and Glasshoughton,1521
E05001538,Ingleby Barwick East,1522
E05002045,Boyd Valley,1523
E05001638,Shear Brow,1524
E05001389,Ashbrow,1525
E05001539,Ingleby Barwick West,1526
E05001448,"Crofton, Ryhill and Walton",1527
E05001736,Brumby,1528
E05001680,Orchard Park and Greenwood,1529
E05001829,Bulwell,1530
E05002046,Bradley Stoke Central and Stoke Lodge,1531
E05001639,Sudell,1532
E05001830,Bulwell Forest,1533
E05001540,Mandale and Victoria,1534
E05001681,Pickering,1535
E05001737,Burringham and Gunness,1536
E05001449,Featherstone,1537
E05001390,Batley East,1538
E05002047,Bradley Stoke North,1539
E05001640,Sunnyhurst,1540
E05001682,St Andrew's,1541
E05001450,Hemsworth,1542
E05001541,Newtown,1543
E05001738,Burton upon Stather and Winterton,1544
E05001391,Batley West,1545
E05001831,Clifton North,1546
E05002048,Bradley Stoke South,1547
E05001641,Wensley Fold,1548
E05001451,Horbury and South Ossett,1549
E05001832,Clifton South,1550
E05002049,Charfield,1551
E05001542,Northern Parishes,1552
E05001739,Crosby and Park,1553
E05001392,Birstall and Birkenshaw,1554
E05001683,Southcoates East,1555
E05001642,Whitehall,1556
E05001452,Knottingley,1557
E05002050,Chipping Sodbury,1558
E05001833,Dales,1559
E05001643,Anchorsholme,1560
E05001453,Normanton,1561
E05001543,Norton North,1562
E05001740,Ferry,1563
E05002051,Cotswold Edge,1564
E05001834,Dunkirk and Lenton,1565
E05001684,Southcoates West,1566
E05001393,Cleckheaton,1567
E05001741,Frodingham,1568
E05001835,Leen Valley,1569
E05001544,Norton South,1570
E05001454,Ossett,1571
E05001685,Sutton,1572
E05001396,Dalton,1573
E05001742,Kingsway with Lincoln Gardens,1574
E05001836,Mapperley,1575
E05001455,Pontefract North,1576
E05001545,Norton West,1577
E05001686,University,1578
E05001397,Denby Dale,1579
E05001837,Radford and Park,1580
E05001743,Ridge,1581
E05001456,Pontefract South,1582
E05001546,Parkfield and Oxbridge,1583
E05001687,Beverley Rural,1584
E05001398,Dewsbury East,1585
E05001457,South Elmsall and South Kirkby,1586
E05001547,Roseworth,1587
E05001688,Bridlington Central and Old Town,1588
E05001399,Dewsbury South,1589
E05001689,Bridlington North,1590
E05001400,Dewsbury West,1591
E05001401,Golcar,1592
E05001690,Bridlington South,1593
E05001402,Greenhead,1594
E05001691,Cottingham North,1595
E05001403,Heckmondwike,1596
E05001692,Cottingham South,1597
E05001405,Holme Valley South,1598
E05001693,Dale,1599
E05001407,Lindley,1600
E05002264,Rochester West,1601
E05002679,Chiltern Rise,1602
E05002265,Strood North,1603
E05002680,Disraeli,1604
E05002266,Strood Rural,1605
E05002681,Downley and Plomer Hill,1606
E05002682,Flackwell Heath and Little Marlow,1607
E05002267,Strood South,1608
E05002214,Chalkwell,1609
E05002683,Greater Hughenden,1610
E05002378,Evendons,1611
E05002102,Cockington-with-Chelston,1612
E05002268,Twydall,1613
E05002314,Thatcham South and Crookham,1614
E05002451,Nelson,1615
E05002052,Dodington,1616
E05002215,Eastwood Park,1617
E05002684,Greater Marlow,1618
E05002103,Ellacombe,1619
E05002269,Walderslade,1620
E05002379,Finchampstead North,1621
E05002315,Thatcham West,1622
E05002452,Paulsgrove,1623
E05002685,Hambleden Valley,1624
E05002104,Goodrington-with-Roselands,1625
E05002216,Kursaal,1626
E05002270,Watling,1627
E05002380,Finchampstead South,1628
E05002053,Downend,1629
E05002316,Theale,1630
E05002453,St Jude,1631
E05002686,Hazlemere North,1632
E05002105,Preston,1633
E05002217,Leigh,1634
E05002381,Hawkedon,1635
E05002271,Ascot,1636
E05002054,Emersons Green,1637
E05002454,St Thomas,1638
E05002317,Victoria,1639
E05002687,Hazlemere South,1640
E05002106,Roundham-with-Hyde,1641
E05002218,Milton,1642
E05002382,Hillside,1643
E05002272,Binfield with Warfield,1644
E05002055,Filton,1645
E05002455,Bargate,1646
E05002318,Westwood,1647
E05002688,Icknield,1648
E05002107,St Marychurch,1649
E05002219,Prittlewell,1650
E05002273,Bullbrook,1651
E05002383,Hurst,1652
E05002456,Bassett,1653
E05002319,Abbey,1654
E05002056,Frampton Cotterell,1655
E05002689,"Lacey Green, Speen and the Hampdens",1656
E05002108,St Mary's-with-Summercombe,1657
E05002274,Central Sandhurst,1658
E05002220,St Laurence,1659
E05002384,Loddon,1660
E05002457,Bevois,1661
E05002320,Battle,1662
E05002690,Marlow North and West,1663
E05002057,Frenchay and Stoke Park,1664
E05002109,Shiphay-with-the-Willows,1665
E05002275,College Town,1666
E05002221,St. Luke's,1667
E05002458,Bitterne,1668
E05002385,Maiden Erlegh,1669
E05002691,Marlow South East,1670
E05002058,Hanham,1671
E05002321,Caversham,1672
E05002110,Tormohun,1673
E05002276,Crown Wood,1674
E05002222,Shoeburyness,1675
E05002459,Bitterne Park,1676
E05002386,Norreys,1677
E05002692,Micklefield,1678
E05002111,Watcombe,1679
E05002322,Church,1680
E05002059,Kings Chase,1681
E05002277,Crowthorne,1682
E05002460,Coxford,1683
E05002387,"Remenham, Wargrave and Ruscombe",1684
E05002223,Southchurch,1685
E05002693,Oakridge and Castlefield,1686
E05002112,Wellswood,1687
E05002060,Ladden Brook,1688
E05002323,Katesgrove,1689
E05002461,Freemantle,1690
E05002278,Great Hollands North,1691
E05002388,Shinfield North,1692
E05002224,Thorpe,1693
E05002694,Ryemead,1694
E05002113,Boscombe East,1695
E05002061,Longwell Green,1696
E05002324,Kentwood,1697
E05002462,Harefield,1698
E05002389,Shinfield South,1699
E05002279,Great Hollands South,1700
E05002225,Victoria,1701
E05002695,Sands,1702
E05002114,Boscombe West,1703
E05002463,Millbrook,1704
E05002325,Mapledurham,1705
E05002062,Oldland Common,1706
E05002280,Hanworth,1707
E05002390,Sonning,1708
E05002226,Westborough,1709
E05002696,Stokenchurch and Radnage,1710
E05002115,Central,1711
E05002464,Peartree,1712
E05002326,Minster,1713
E05002063,Parkwall,1714
E05002281,Harmans Water,1715
E05002227,West Leigh,1716
E05002391,South Lake,1717
E05002697,Terriers and Amersham Hill,1718
E05002116,East Cliff and Springbourne,1719
E05002465,Portswood,1720
E05002282,Little Sandhurst and Wellington,1721
E05002228,West Shoebury,1722
E05002392,Swallowfield,1723
E05002064,Patchway,1724
E05002327,Norcot,1725
E05002698,Totteridge,1726
E05002117,East Southbourne and Tuckton,1727
E05002466,Redbridge,1728
E05002283,Old Bracknell,1729
E05002065,Pilning and Severn Beach,1730
E05002229,Aveley and Uplands,1731
E05002393,Twyford,1732
E05002328,Park,1733
E05002699,The Risboroughs,1734
E05002118,Kinson North,1735
E05002467,Shirley,1736
E05002284,Owlsmoor,1737
E05002230,Belhus,1738
E05002394,Wescott,1739
E05002329,Peppard,1740
E05002066,Rodway,1741
E05002700,The Wooburns,1742
E05002119,Kinson South,1743
E05002468,Sholing,1744
E05002285,Priestwood and Garth,1745
E05002067,Severn,1746
E05002395,Winnersh,1747
E05002701,Tylers Green and Loudwater,1748
E05002231,Chadwell St Mary,1749
E05002330,Redlands,1750
E05002120,Littledown and Iford,1751
E05002469,Swaythling,1752
E05002286,Warfield Harvest Ride,1753
E05002702,Abbey,1754
E05002396,Wokingham Without,1755
E05002331,Southcote,1756
E05002232,Chafford and North Stifford,1757
E05002068,Siston,1758
E05002121,Moordown,1759
E05002470,Woolston,1760
E05002287,Wildridings and Central,1761
E05002703,Arbury,1762
E05002332,Thames,1763
E05002420,Brunswick and Adelaide,1764
E05002233,Corringham and Fobbing,1765
E05002069,Staple Hill,1766
E05002122,Queen's Park,1767
E05002630,Amersham Common,1768
E05002288,Winkfield and Cranbourne,1769
E05002704,Castle,1770
E05002421,Central Hove,1771
E05002234,East Tilbury,1772
E05002123,Redhill and Northbourne,1773
E05002333,Tilehurst,1774
E05002070,Stoke Gifford,1775
E05002631,Amersham-on-the-Hill,1776
E05002289,Aldermaston,1777
E05002632,Amersham Town,1778
E05002334,Whitley,1779
E05002705,Cherry Hinton,1780
E05002422,East Brighton,1781
E05002071,Thornbury North,1782
E05002124,Strouden Park,1783
E05002235,Grays Riverside,1784
E05002290,Basildon,1785
E05002633,Asheridge Vale and Lowndes,1786
E05002706,Coleridge,1787
E05002423,Goldsmid,1788
E05002349,Ascot and Cheapside,1789
E05002236,Grays Thurrock,1790
E05002072,Thornbury South and Alveston,1791
E05002125,Talbot and Branksome Woods,1792
E05002291,Birch Copse,1793
E05002350,Belmont,1794
E05002634,"Ashley Green, Latimer and Chenies",1795
E05002424,Hangleton and Knoll,1796
E05002707,East Chesterton,1797
E05002237,Little Thurrock Blackshots,1798
E05002073,Westerleigh,1799
E05002292,Bucklebury,1800
E05002126,Throop and Muscliff,1801
E05002351,Bisham and Cookham,1802
E05002425,Hanover and Elm Grove,1803
E05002708,King's Hedges,1804
E05002635,Austenwood,1805
E05002238,Little Thurrock Rectory,1806
E05002127,Wallisdown and Winton West,1807
E05002074,Winterbourne,1808
E05002293,Burghfield,1809
E05002709,Market,1810
E05002294,Calcot,1811
E05002426,Hollingdean and Stanmer,1812
E05002636,"Ballinger, South Heath and Chartridge",1813
E05002239,Ockendon,1814
E05002128,West Southbourne,1815
E05002075,Woodstock,1816
E05002352,Boyn Hill,1817
E05002710,Newnham,1818
E05002295,Chieveley,1819
E05002076,Yate Central,1820
E05002637,Central,1821
E05002427,Moulsecoomb and Bevendean,1822
E05002129,Westbourne and West Cliff,1823
E05002353,Bray,1824
E05002240,Orsett,1825
E05002711,Petersfield,1826
E05002296,Clay Hill,1827
E05002428,North Portslade,1828
E05002638,Chalfont Common,1829
E05002354,Castle Without,1830
E05002130,Winton East,1831
E05002077,Yate North,1832
E05002241,South Chafford,1833
E05002297,Cold Ash,1834
E05002712,Queen Edith's,1835
E05002242,Stanford East and Corringham Town,1836
E05002193,Barnfield,1837
E05002429,Patcham,1838
E05002639,Chalfont St Giles,1839
E05002713,Romsey,1840
E05002298,Compton,1841
E05002355,Clewer East,1842
E05002078,Budshead,1843
E05002243,Stanford-le-Hope West,1844
E05002194,Biscot,1845
E05002430,Preston Park,1846
E05002640,Chesham Bois and Weedon Hill,1847
E05002299,Downlands,1848
E05002356,Clewer North,1849
E05002079,Compton,1850
E05002714,Trumpington,1851
E05002244,Stifford Clays,1852
E05002431,Queen's Park,1853
E05002195,Bramingham,1854
E05002300,Falkland,1855
E05002357,Clewer South,1856
E05002641,"Cholesbury, The Lee and Bellingdon",1857
E05002080,Devonport,1858
E05002715,West Chesterton,1859
E05002245,The Homesteads,1860
E05002432,Regency,1861
E05002301,Greenham,1862
E05002196,Challney,1863
E05002358,Cox Green,1864
E05002642,Gold Hill,1865
E05002081,Drake,1866
E05002716,Bottisham,1867
E05002433,Rottingdean Coastal,1868
E05002302,Hungerford,1869
E05002082,Efford and Lipson,1870
E05002359,Datchet,1871
E05002246,Tilbury Riverside and Thurrock Park,1872
E05002717,Burwell,1873
E05002197,Crawley,1874
E05002643,Great Missenden,1875
E05002303,Kintbury,1876
E05002434,St. Peter's and North Laine,1877
E05002083,Eggbuckland,1878
E05002247,Tilbury St Chads,1879
E05002718,Cheveley,1880
E05002360,Eton and Castle,1881
E05002644,Hilltop and Townsend,1882
E05002198,Dallow,1883
E05002304,Lambourn Valley,1884
E05002435,South Portslade,1885
E05002361,Eton Wick,1886
E05002084,Ham,1887
E05002248,West Thurrock and South Stifford,1888
E05002645,Holmer Green,1889
E05002719,Downham Villages,1890
E05002305,Mortimer,1891
E05002199,Farley,1892
E05002436,Hove Park,1893
E05002362,Furze Platt,1894
E05002085,Honicknowle,1895
E05002306,Northcroft,1896
E05002646,Little Chalfont,1897
E05002720,Dullingham Villages,1898
E05002437,Westbourne,1899
E05002200,High Town,1900
E05002249,Chatham Central,1901
E05002363,Horton and Wraysbury,1902
E05002086,Moor View,1903
E05002307,Pangbourne,1904
E05002721,Ely East,1905
E05002438,Wish,1906
E05002647,Little Missenden,1907
E05002250,Cuxton and Halling,1908
E05002201,Icknield,1909
E05002087,Peverell,1910
E05002364,Hurley and Walthams,1911
E05002308,Purley on Thames,1912
E05002722,Ely North,1913
E05002648,Newtown,1914
E05002439,Withdean,1915
E05002251,Gillingham North,1916
E05002202,Leagrave,1917
E05002365,Maidenhead Riverside,1918
E05002088,Plympton Chaddlewood,1919
E05002723,Ely South,1920
E05002649,Penn and Coleshill,1921
E05002440,Woodingdean,1922
E05002309,St Johns,1923
E05002203,Lewsey,1924
E05002252,Gillingham South,1925
E05002366,Old Windsor,1926
E05002724,Ely West,1927
E05002310,Speen,1928
E05002650,Prestwood and Heath End,1929
E05002441,Baffins,1930
E05002204,Limbury,1931
E05002089,Plympton Erle,1932
E05002253,Hempstead and Wigmore,1933
E05002367,Oldfield,1934
E05002311,Sulhamstead,1935
E05002725,Fordham Villages,1936
E05002442,Central Southsea,1937
E05002651,Ridgeway,1938
E05002205,Northwell,1939
E05002090,Plympton St Mary,1940
E05002254,Lordswood and Capstone,1941
E05002368,Park,1942
E05002312,Thatcham Central,1943
E05002652,St Mary's and Waterside,1944
E05002443,Charles Dickens,1945
E05002726,Haddenham,1946
E05002255,Luton and Wayfield,1947
E05002206,Round Green,1948
E05002091,Plymstock Dunstone,1949
E05002369,Pinkneys Green,1950
E05002653,Seer Green,1951
E05002313,Thatcham North,1952
E05002727,Isleham,1953
E05002444,Copnor,1954
E05002256,Peninsula,1955
E05002207,Saints,1956
E05002092,Plymstock Radford,1957
E05002370,Sunningdale,1958
E05002654,Vale,1959
E05002208,South,1960
E05002728,Littleport East,1961
E05002257,Princes Park,1962
E05002093,St Budeaux,1963
E05002445,Cosham,1964
E05002674,Abbey,1965
E05002371,Sunninghill and South Ascot,1966
E05002209,Stopsley,1967
E05002258,Rainham Central,1968
E05002094,St Peter and the Waterfront,1969
E05002446,Drayton and Farlington,1970
E05002675,Bledlow and Bradenham,1971
E05002210,Sundon Park,1972
E05002372,Arborfield,1973
E05002259,Rainham North,1974
E05002676,Booker and Cressex,1975
E05002373,Barkham,1976
E05002447,Eastney and Craneswater,1977
E05002211,Wigmore,1978
E05002095,Southway,1979
E05002260,Rainham South,1980
E05002677,Bourne End-cum-Hedsor,1981
E05002374,Bulmershe and Whitegates,1982
E05002096,Stoke,1983
E05002212,Belfairs,1984
E05002448,Fratton,1985
E05002261,River,1986
E05002213,Blenheim Park,1987
E05002375,Charvil,1988
E05002678,Bowerdean,1989
E05002097,Sutton and Mount Gould,1990
E05002449,Hilsea,1991
E05002262,Rochester East,1992
E05002376,Coronation,1993
E05002450,Milton,1994
E05002098,Berry Head-with-Furzeham,1995
E05002263,Rochester South and Horsted,1996
E05002377,Emmbrook,1997
E05002099,Blatchcombe,1998
E05002100,Churston-with-Galmpton,1999
E05002101,Clifton-with-Maidenway,2000
E05008788,Dunstable-Manshead,5001
E05008336,"Bromham, Rowde and Potterne",5002
E05008679,Hoole,5003
E05008390,Salisbury St Francis and Stratford,5004
E05008555,South,5005
E05008629,Handforth,5006
E05008492,Godshill and Wroxall,5007
E05008730,Ford Green and Smallthorne,5008
E05008789,Dunstable-Northfields,5009
E05008630,Haslington,5010
E05008391,Salisbury St Mark's and Bishopdown,5011
E05008680,Kingsley,5012
E05008556,Chaucer,5013
E05008337,"Bulford, Allington and Figheldean",5014
E05008731,Goldenhill and Sandyford,5015
E05008493,"Havenstreet, Ashey and Haylands",5016
E05008790,Dunstable-Watling,5017
E05008631,High Legh,5018
E05008392,Salisbury St Martin's and Cathedral,5019
E05008681,Lache,5020
E05008557,The Runtons,5021
E05008732,Great Chell and Packmoor,5022
E05008494,Lake North,5023
E05008791,Eaton Bray,5024
E05008632,Knutsford,5025
E05008393,Salisbury St Paul's,5026
E05008558,Almondbury,5027
E05008682,Ledsham and Manor,5028
E05008338,Burbage and the Bedwyns,5029
E05008733,Hanford and Trentham,5030
E05008394,Sherston,5031
E05008633,Leighton,5032
E05008792,Flitwick,5033
E05008495,Lake South,5034
E05008559,Colne Valley,5035
E05008683,Little Neston and Burton,5036
E05008734,Hanley Park and Shelton,5037
E05008395,Southwick,5038
E05008634,Macclesfield Central,5039
E05008496,Nettlestone and Seaview,5040
E05008339,By Brook,5041
E05008793,Heath and Reach,5042
E05008560,Crosland Moor and Netherton,5043
E05008684,Malpas,5044
E05008735,Hartshill and Basford,5045
E05008635,Macclesfield East,5046
E05008497,Newport Central,5047
E05008794,Houghton Conquest and Haynes,5048
E05008396,Summerham and Seend,5049
E05008561,Holme Valley North,5050
E05008685,Marbury,5051
E05008340,Calne Central,5052
E05008736,Hollybush and Longton West,5053
E05008498,Newport East,5054
E05008795,Houghton Hall,5055
E05008397,The Collingbournes and Netheravon,5056
E05008636,Macclesfield Hurdsfield,5057
E05008562,Kirkburton,5058
E05008686,Neston,5059
E05008737,Joiner's Square,5060
E05008499,Newport North,5061
E05008796,Leighton Buzzard North,5062
E05008637,Macclesfield South,5063
E05008398,The Lavingtons and Erlestoke,5064
E05008563,Badgeworth,5065
E05008687,Netherpool,5066
E05008341,Calne Chilvester and Abberd,5067
E05008738,Lightwood North and Normacot,5068
E05008500,Newport South,5069
E05008797,Leighton Buzzard South,5070
E05008638,Macclesfield Tytherington,5071
E05008399,Tidworth,5072
E05008688,Newton,5073
E05008564,Brockworth,5074
E05008342,Calne North,5075
E05008739,Little Chell and Stanfield,5076
E05008501,Newport West,5077
E05008798,Linslade,5078
E05008639,Macclesfield West and Ivy,5079
E05008565,Churchdown Brookfield,5080
E05008689,Parkgate,5081
E05008400,Till and Wylye Valley,5082
E05008502,Parkhurst,5083
E05008401,Tisbury,5084
E05008799,Northill,5085
E05008690,Rossmore,5086
E05008566,Cleeve Grange,5087
E05008740,Meir Hay,5088
E05008640,Middlewich,5089
E05008343,Calne Rural,5090
E05008800,Parkside,5091
E05008503,Ryde East,5092
E05008402,Trowbridge Adcroft,5093
